Reference Area,"Time Period","Sex","Age group","Units of measurement","Observation Value"							
Senegal,"2012","All genders","Not applicable","Number","279175"							
Senegal,"2012","Female","Not applicable","Number","143279"							
Senegal,"2011","Female","Not applicable","Number","138534"							
Senegal,"2011","All genders","Not applicable","Number","270741"							
Senegal,"2010","All genders","Not applicable","Number","262405"							
Senegal,"2010","Female","Not applicable","Number","133454"							
Senegal,"2009","Female","Not applicable","Number","127876"							
Senegal,"2009","All genders","Not applicable","Number","253133"							
Senegal,"2008","All genders","Not applicable","Number","246486"							
Senegal,"2008","Female","Not applicable","Number","122815"							
Senegal,"2007","All genders","Not applicable","Number","239796"							
Senegal,"2007","Female","Not applicable","Number","117928"							
Senegal,"2006","Female","Not applicable","Number","110223"							
Senegal,"2006","All genders","Not applicable","Number","226328"							
Senegal,"2005","All genders","Not applicable","Number","216644"							
Senegal,"2005","Female","Not applicable","Number","104414"							
Senegal,"2004","Female","Not applicable","Number","96077"							
Senegal,"2004","All genders","Not applicable","Number","199974"							
Senegal,"2003","All genders","Not applicable","Number","198990"							
Senegal,"2003","Female","Not applicable","Number","93620"							
Senegal,"2002","Female","Not applicable","Number","78231"							
Senegal,"2002","All genders","Not applicable","Number","169110"							
Senegal,"2001","All genders","Not applicable","Number","170565"							
Senegal,"2001","Female","Not applicable","Number","78119"							
Senegal,"2000","All genders","Not applicable","Number","169280"							
Senegal,"2000","Female","Not applicable","Number","77116"							
Senegal,"1998","Female","Not applicable","Number","63415"							
Senegal,"1998","All genders","Not applicable","Number","142819"							
Senegal,"1997","Female","Not applicable","Number","58779"							
Senegal,"1997","All genders","Not applicable","Number","134752"							
Senegal,"1996","Female","Not applicable","Number","54839"							
Senegal,"1996","All genders","Not applicable","Number","126521"							
Senegal,"1995","Female","Not applicable","Number","51387"							
Senegal,"1995","All genders","Not applicable","Number","120634"							
Senegal,"1994","Female","Not applicable","Number","50549"							
Senegal,"1994","All genders","Not applicable","Number","120202"							
Senegal,"1993","All genders","Not applicable","Number","111204"							
Senegal,"1992","Female","Not applicable","Number","45375"							
Senegal,"1992","All genders","Not applicable","Number","106850"							
Senegal,"1991","All genders","Not applicable","Number","108155"							
Senegal,"1990","Female","Not applicable","Number","42947"							
Senegal,"1990","All genders","Not applicable","Number","102334"							
Senegal,"1989","Female","Not applicable","Number","40978"							
Senegal,"1989","All genders","Not applicable","Number","99501"							
Senegal,"1988","Female","Not applicable","Number","41175"							
Senegal,"1988","All genders","Not applicable","Number","101401"							
Senegal,"1987","Female","Not applicable","Number","39819"							
Senegal,"1987","All genders","Not applicable","Number","100386"							
Senegal,"1986","Female","Not applicable","Number","37078"							
Senegal,"1986","All genders","Not applicable","Number","92682"							
Senegal,"1985","Female","Not applicable","Number","32911"							
Senegal,"1985","All genders","Not applicable","Number","82474"							
Senegal,"1984","Female","Not applicable","Number","30337"							
Senegal,"1984","All genders","Not applicable","Number","75702"							
Senegal,"1983","Female","Not applicable","Number","28090"							
Senegal,"1983","All genders","Not applicable","Number","71137"							
Senegal,"1982","Female","Not applicable","Number","26786"							
Senegal,"1982","All genders","Not applicable","Number","66630"							
Senegal,"1981","Female","Not applicable","Number","25093"							
Senegal,"1981","All genders","Not applicable","Number","62933"							
Senegal,"1980","Female","Not applicable","Number","22756"							
Senegal,"1980","All genders","Not applicable","Number","57463"							
Senegal,"1979","Female","Not applicable","Number","21762"							
Senegal,"1979","All genders","Not applicable","Number","54442"							
Senegal,"1978","Female","Not applicable","Number","20470"							
Senegal,"1978","All genders","Not applicable","Number","50805"							
